Giver,Reciver,Interaction Coefficient,Sample,N Open
Acer,Acer,0.0,My_20,0
Acer,Seum,0.0008912103290486272,My_20,0
Acer,Meus,-1.029138472801463,My_20,0
Acer,Raer,-0.003677727017227792,My_20,0
Acer,Boea,0.025687607383682125,My_20,0
Acer,Hyum,0.015857876981282965,My_20,0
Acer,Meis,0.024364048510499826,My_20,0
Acer,Brla,-0.0005447572147619187,My_20,0
Acer,Teas,-0.022744257671001286,My_20,0
Acer,Afia,-0.39332507076543044,My_20,0
Acer,Chae,0.0037287778870223054,My_20,0
Acer,Beae,-0.6816393423573214,My_20,0
Acer,Deae,0.02755206143872968,My_20,0
Seum,Acer,0.5594383968997587,My_20,0
Seum,Seum,0.0,My_20,0
Seum,Meus,0.758044690036781,My_20,0
Seum,Raer,0.6665154244325737,My_20,0
Seum,Boea,-0.8062456030865375,My_20,0
Seum,Hyum,-0.30992279532503836,My_20,0
Seum,Meis,0.7191784868134989,My_20,0
Seum,Brla,-0.9682287158082232,My_20,0
Seum,Teas,0.23493552142199253,My_20,0
Seum,Afia,-0.8767368276772949,My_20,0
Seum,Chae,0.25307840523461034,My_20,0
Seum,Beae,-0.700883820868975,My_20,0
Seum,Deae,0.661324163628379,My_20,0
Meus,Acer,-0.01381606440249896,My_20,0
Meus,Seum,-1.465394129837259e-07,My_20,0
Meus,Meus,0.0,My_20,0
Meus,Raer,-2.4958266757825084e-07,My_20,0
Meus,Boea,-7.89223753249544e-06,My_20,0
Meus,Hyum,-0.007237795958747269,My_20,0
Meus,Meis,-4.3995233184728366e-08,My_20,0
Meus,Brla,0.002000603536172273,My_20,0
Meus,Teas,-0.008580411525284312,My_20,0
Meus,Afia,-1.1733310919497997e-05,My_20,0
Meus,Chae,0.002806952187434009,My_20,0
Meus,Beae,-1.477270196626742e-05,My_20,0
Meus,Deae,-4.635024736832495e-06,My_20,0
Raer,Acer,-0.8256510713842149,My_20,0
Raer,Seum,0.4267033187464242,My_20,0
Raer,Meus,-1.0003551737562122,My_20,0
Raer,Raer,0.0,My_20,0
Raer,Boea,0.6091870005452116,My_20,0
Raer,Hyum,0.1657162239619619,My_20,0
Raer,Meis,0.20804090977167652,My_20,0
Raer,Brla,-0.9049081747089259,My_20,0
Raer,Teas,0.010415196019189525,My_20,0
Raer,Afia,-0.04400943371691995,My_20,0
Raer,Chae,-0.9424055318507771,My_20,0
Raer,Beae,-0.9609194712773647,My_20,0
Raer,Deae,-0.9117569239007897,My_20,0
Boea,Acer,0.005570137076951398,My_20,0
Boea,Seum,0.007055027585086262,My_20,0
Boea,Meus,-1.0604187290130156,My_20,0
Boea,Raer,0.0010962941580508446,My_20,0
Boea,Boea,0.0,My_20,0
Boea,Hyum,-0.03670181807288771,My_20,0
Boea,Meis,0.01618176810652088,My_20,0
Boea,Brla,0.03531462379421191,My_20,0
Boea,Teas,0.00794688574134563,My_20,0
Boea,Afia,0.014448327032888475,My_20,0
Boea,Chae,0.03329337332805014,My_20,0
Boea,Beae,-0.3771776691231472,My_20,0
Boea,Deae,-0.03382104088095618,My_20,0
Hyum,Acer,-0.6584837461303304,My_20,0
Hyum,Seum,-0.0007869455608846468,My_20,0
Hyum,Meus,-1.0005579283477173,My_20,0
Hyum,Raer,-0.0022617700875249857,My_20,0
Hyum,Boea,-0.029077579484348377,My_20,0
Hyum,Hyum,0.0,My_20,0
Hyum,Meis,0.0003963611148168516,My_20,0
Hyum,Brla,0.2698990354941321,My_20,0
Hyum,Teas,-0.5421235163095388,My_20,0
Hyum,Afia,-0.08115207088949748,My_20,0
Hyum,Chae,0.3738081348681091,My_20,0
Hyum,Beae,-0.2020328414901328,My_20,0
Hyum,Deae,-0.03798778983962285,My_20,0
Meis,Acer,0.4211343614273378,My_20,0
Meis,Seum,0.5179240531380627,My_20,0
Meis,Meus,0.22635561770688617,My_20,0
Meis,Raer,0.32635589990269304,My_20,0
Meis,Boea,0.24800474859953164,My_20,0
Meis,Hyum,0.7247536728945762,My_20,0
Meis,Meis,0.0,My_20,0
Meis,Brla,0.4149824444740294,My_20,0
Meis,Teas,0.6725379685319723,My_20,0
Meis,Afia,0.917328909132148,My_20,0
Meis,Chae,-0.10956516812159733,My_20,0
Meis,Beae,0.8320344694311789,My_20,0
Meis,Deae,0.2910751385467393,My_20,0
Brla,Acer,0.013857104595952026,My_20,0
Brla,Seum,-0.0008730375748031315,My_20,0
Brla,Meus,0.015599692256332889,My_20,0
Brla,Raer,-0.0005841365237033023,My_20,0
Brla,Boea,0.029271904161753,My_20,0
Brla,Hyum,0.02632839479728668,My_20,0
Brla,Meis,6.74543883565317e-07,My_20,0
Brla,Brla,0.0,My_20,0
Brla,Teas,0.03450160470502856,My_20,0
Brla,Afia,-0.027215406238422703,My_20,0
Brla,Chae,-0.18718286368006834,My_20,0
Brla,Beae,0.00974922731801903,My_20,0
Brla,Deae,-0.035987917511208875,My_20,0
Teas,Acer,-0.5318599591056714,My_20,0
Teas,Seum,0.012860381211072967,My_20,0
Teas,Meus,-1.0009477424229978,My_20,0
Teas,Raer,-0.01863303601911007,My_20,0
Teas,Boea,-0.12010403325992294,My_20,0
Teas,Hyum,-0.36769544991489006,My_20,0
Teas,Meis,0.03174040449633678,My_20,0
Teas,Brla,0.1680742651867694,My_20,0
Teas,Teas,0.0,My_20,0
Teas,Afia,0.06822276383496349,My_20,0
Teas,Chae,0.18920577511806932,My_20,0
Teas,Beae,-0.7789530784122242,My_20,0
Teas,Deae,0.012547223726360208,My_20,0
Afia,Acer,-0.08716647619511521,My_20,0
Afia,Seum,-0.009287439867922458,My_20,0
Afia,Meus,-1.007524589366783,My_20,0
Afia,Raer,0.006032381506682591,My_20,0
Afia,Boea,-0.08165081036133193,My_20,0
Afia,Hyum,0.030271719480378635,My_20,0
Afia,Meis,1.22440203917865e-05,My_20,0
Afia,Brla,0.006789899615072543,My_20,0
Afia,Teas,0.039662823580471115,My_20,0
Afia,Afia,0.0,My_20,0
Afia,Chae,-0.3464248605607511,My_20,0
Afia,Beae,-0.5382301060799027,My_20,0
Afia,Deae,-8.209527085624606e-05,My_20,0
Chae,Acer,-0.00027665183907087527,My_20,0
Chae,Seum,-0.008340963982834721,My_20,0
Chae,Meus,0.2925109522000507,My_20,0
Chae,Raer,-0.007428433048639884,My_20,0
Chae,Boea,0.06257944346869268,My_20,0
Chae,Hyum,0.024086530582272243,My_20,0
Chae,Meis,-5.386972812675742e-06,My_20,0
Chae,Brla,-0.6369243988990488,My_20,0
Chae,Teas,-0.00012059551482530991,My_20,0
Chae,Afia,-0.2637647110609346,My_20,0
Chae,Chae,0.0,My_20,0
Chae,Beae,-0.5821898666823367,My_20,0
Chae,Deae,-0.00029575961571206134,My_20,0
Beae,Acer,-0.04395557284049566,My_20,0
Beae,Seum,-0.003753956241103904,My_20,0
Beae,Meus,0.02276402347593895,My_20,0
Beae,Raer,-0.0005030582360975562,My_20,0
Beae,Boea,0.025269295841129025,My_20,0
Beae,Hyum,0.012985581302241414,My_20,0
Beae,Meis,4.272328787627699e-07,My_20,0
Beae,Brla,-0.27402972187893415,My_20,0
Beae,Teas,-0.004715619783775043,My_20,0
Beae,Afia,-0.1352132776764253,My_20,0
Beae,Chae,-0.1943865292282997,My_20,0
Beae,Beae,0.0,My_20,0
Beae,Deae,0.007501412659791988,My_20,0
Deae,Acer,-0.0030847991160887008,My_20,0
Deae,Seum,0.034566008990305104,My_20,0
Deae,Meus,-1.717476427201397,My_20,0
Deae,Raer,-0.0002365251064016765,My_20,0
Deae,Boea,-0.5743066532140112,My_20,0
Deae,Hyum,-0.274113041602083,My_20,0
Deae,Meis,8.467538949588913e-05,My_20,0
Deae,Brla,0.1029391278996124,My_20,0
Deae,Teas,-0.0019659580039875324,My_20,0
Deae,Afia,-0.007428076778369052,My_20,0
Deae,Chae,0.14407858137670512,My_20,0
Deae,Beae,0.15821630325080205,My_20,0
Deae,Deae,0.0,My_20,0
Acer,Acer,0.0,My_20,0
Acer,Seum,0.0008912103290486272,My_20,0
Acer,Meus,-1.029138472801463,My_20,0
Acer,Raer,-0.003677727017227792,My_20,0
Acer,Boea,0.025687607383682125,My_20,0
Acer,Hyum,0.015857876981282965,My_20,0
Acer,Meis,0.024364048510499826,My_20,0
Acer,Brla,-0.0005447572147619187,My_20,0
Acer,Teas,-0.022744257671001286,My_20,0
Acer,Afia,-0.39332507076543044,My_20,0
Acer,Chae,0.0037287778870223054,My_20,0
Acer,Beae,-0.6816393423573214,My_20,0
Acer,Deae,0.02755206143872968,My_20,0
Seum,Acer,0.5594383968997587,My_20,0
Seum,Seum,0.0,My_20,0
Seum,Meus,0.758044690036781,My_20,0
Seum,Raer,0.6665154244325737,My_20,0
Seum,Boea,-0.8062456030865375,My_20,0
Seum,Hyum,-0.30992279532503836,My_20,0
Seum,Meis,0.7191784868134989,My_20,0
Seum,Brla,-0.9682287158082232,My_20,0
Seum,Teas,0.23493552142199253,My_20,0
Seum,Afia,-0.8767368276772949,My_20,0
Seum,Chae,0.25307840523461034,My_20,0
Seum,Beae,-0.700883820868975,My_20,0
Seum,Deae,0.661324163628379,My_20,0
Meus,Acer,-0.01381606440249896,My_20,0
Meus,Seum,-1.465394129837259e-07,My_20,0
Meus,Meus,0.0,My_20,0
Meus,Raer,-2.4958266757825084e-07,My_20,0
Meus,Boea,-7.89223753249544e-06,My_20,0
Meus,Hyum,-0.007237795958747269,My_20,0
Meus,Meis,-4.3995233184728366e-08,My_20,0
Meus,Brla,0.002000603536172273,My_20,0
Meus,Teas,-0.008580411525284312,My_20,0
Meus,Afia,-1.1733310919497997e-05,My_20,0
Meus,Chae,0.002806952187434009,My_20,0
Meus,Beae,-1.477270196626742e-05,My_20,0
Meus,Deae,-4.635024736832495e-06,My_20,0
Raer,Acer,-0.8256510713842149,My_20,0
Raer,Seum,0.4267033187464242,My_20,0
Raer,Meus,-1.0003551737562122,My_20,0
Raer,Raer,0.0,My_20,0
Raer,Boea,0.6091870005452116,My_20,0
Raer,Hyum,0.1657162239619619,My_20,0
Raer,Meis,0.20804090977167652,My_20,0
Raer,Brla,-0.9049081747089259,My_20,0
Raer,Teas,0.010415196019189525,My_20,0
Raer,Afia,-0.04400943371691995,My_20,0
Raer,Chae,-0.9424055318507771,My_20,0
Raer,Beae,-0.9609194712773647,My_20,0
Raer,Deae,-0.9117569239007897,My_20,0
Boea,Acer,0.005570137076951398,My_20,0
Boea,Seum,0.007055027585086262,My_20,0
Boea,Meus,-1.0604187290130156,My_20,0
Boea,Raer,0.0010962941580508446,My_20,0
Boea,Boea,0.0,My_20,0
Boea,Hyum,-0.03670181807288771,My_20,0
Boea,Meis,0.01618176810652088,My_20,0
Boea,Brla,0.03531462379421191,My_20,0
Boea,Teas,0.00794688574134563,My_20,0
Boea,Afia,0.014448327032888475,My_20,0
Boea,Chae,0.03329337332805014,My_20,0
Boea,Beae,-0.3771776691231472,My_20,0
Boea,Deae,-0.03382104088095618,My_20,0
Hyum,Acer,-0.6584837461303304,My_20,0
Hyum,Seum,-0.0007869455608846468,My_20,0
Hyum,Meus,-1.0005579283477173,My_20,0
Hyum,Raer,-0.0022617700875249857,My_20,0
Hyum,Boea,-0.029077579484348377,My_20,0
Hyum,Hyum,0.0,My_20,0
Hyum,Meis,0.0003963611148168516,My_20,0
Hyum,Brla,0.2698990354941321,My_20,0
Hyum,Teas,-0.5421235163095388,My_20,0
Hyum,Afia,-0.08115207088949748,My_20,0
Hyum,Chae,0.3738081348681091,My_20,0
Hyum,Beae,-0.2020328414901328,My_20,0
Hyum,Deae,-0.03798778983962285,My_20,0
Meis,Acer,0.4211343614273378,My_20,0
Meis,Seum,0.5179240531380627,My_20,0
Meis,Meus,0.22635561770688617,My_20,0
Meis,Raer,0.32635589990269304,My_20,0
Meis,Boea,0.24800474859953164,My_20,0
Meis,Hyum,0.7247536728945762,My_20,0
Meis,Meis,0.0,My_20,0
Meis,Brla,0.4149824444740294,My_20,0
Meis,Teas,0.6725379685319723,My_20,0
Meis,Afia,0.917328909132148,My_20,0
Meis,Chae,-0.10956516812159733,My_20,0
Meis,Beae,0.8320344694311789,My_20,0
Meis,Deae,0.2910751385467393,My_20,0
Brla,Acer,0.013857104595952026,My_20,0
Brla,Seum,-0.0008730375748031315,My_20,0
Brla,Meus,0.015599692256332889,My_20,0
Brla,Raer,-0.0005841365237033023,My_20,0
Brla,Boea,0.029271904161753,My_20,0
Brla,Hyum,0.02632839479728668,My_20,0
Brla,Meis,6.74543883565317e-07,My_20,0
Brla,Brla,0.0,My_20,0
Brla,Teas,0.03450160470502856,My_20,0
Brla,Afia,-0.027215406238422703,My_20,0
Brla,Chae,-0.18718286368006834,My_20,0
Brla,Beae,0.00974922731801903,My_20,0
Brla,Deae,-0.035987917511208875,My_20,0
Teas,Acer,-0.5318599591056714,My_20,0
Teas,Seum,0.012860381211072967,My_20,0
Teas,Meus,-1.0009477424229978,My_20,0
Teas,Raer,-0.01863303601911007,My_20,0
Teas,Boea,-0.12010403325992294,My_20,0
Teas,Hyum,-0.36769544991489006,My_20,0
Teas,Meis,0.03174040449633678,My_20,0
Teas,Brla,0.1680742651867694,My_20,0
Teas,Teas,0.0,My_20,0
Teas,Afia,0.06822276383496349,My_20,0
Teas,Chae,0.18920577511806932,My_20,0
Teas,Beae,-0.7789530784122242,My_20,0
Teas,Deae,0.012547223726360208,My_20,0
Afia,Acer,-0.08716647619511521,My_20,0
Afia,Seum,-0.009287439867922458,My_20,0
Afia,Meus,-1.007524589366783,My_20,0
Afia,Raer,0.006032381506682591,My_20,0
Afia,Boea,-0.08165081036133193,My_20,0
Afia,Hyum,0.030271719480378635,My_20,0
Afia,Meis,1.22440203917865e-05,My_20,0
Afia,Brla,0.006789899615072543,My_20,0
Afia,Teas,0.039662823580471115,My_20,0
Afia,Afia,0.0,My_20,0
Afia,Chae,-0.3464248605607511,My_20,0
Afia,Beae,-0.5382301060799027,My_20,0
Afia,Deae,-8.209527085624606e-05,My_20,0
Chae,Acer,-0.00027665183907087527,My_20,0
Chae,Seum,-0.008340963982834721,My_20,0
Chae,Meus,0.2925109522000507,My_20,0
Chae,Raer,-0.007428433048639884,My_20,0
Chae,Boea,0.06257944346869268,My_20,0
Chae,Hyum,0.024086530582272243,My_20,0
Chae,Meis,-5.386972812675742e-06,My_20,0
Chae,Brla,-0.6369243988990488,My_20,0
Chae,Teas,-0.00012059551482530991,My_20,0
Chae,Afia,-0.2637647110609346,My_20,0
Chae,Chae,0.0,My_20,0
Chae,Beae,-0.5821898666823367,My_20,0
Chae,Deae,-0.00029575961571206134,My_20,0
Beae,Acer,-0.04395557284049566,My_20,0
Beae,Seum,-0.003753956241103904,My_20,0
Beae,Meus,0.02276402347593895,My_20,0
Beae,Raer,-0.0005030582360975562,My_20,0
Beae,Boea,0.025269295841129025,My_20,0
Beae,Hyum,0.012985581302241414,My_20,0
Beae,Meis,4.272328787627699e-07,My_20,0
Beae,Brla,-0.27402972187893415,My_20,0
Beae,Teas,-0.004715619783775043,My_20,0
Beae,Afia,-0.1352132776764253,My_20,0
Beae,Chae,-0.1943865292282997,My_20,0
Beae,Beae,0.0,My_20,0
Beae,Deae,0.007501412659791988,My_20,0
Deae,Acer,-0.0030847991160887008,My_20,0
